tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	221150	0	live	SKA3	C13orf3, RAMA1	spindle and kinetochore associated complex subunit 3	spindle and kinetochore-associated protein 3	13q12.11	13	NC_000013.11	21153595	21176552	minus	9	619247	
9606	Homo sapiens	85456	0	live	CNOT12	TAB182, TNKS1BP1	CCR4-NOT transcription complex subunit 12	182 kDa tankyrase-1-binding protein|tankyrase 1 binding protein 1, 182kDa|tankyrase 1-binding protein of 182 kDa|testis secretory sperm-binding protein Li 206a	11q12.1	11	NC_000011.10	57299642	57324952	minus	15	607104	
9606	Homo sapiens	51599	0	live	LSR	ILDR3, LISCH7	lipolysis stimulated lipoprotein receptor	lipolysis-stimulated lipoprotein receptor|LISCH protein|angulin-1|immunoglobulin-like domain containing receptor 3|lipolysis-stimulated remnant|liver-specific bHLH-Zip transcription factor	19q13.12	19	NC_000019.10	35249002	35267964	plus	10	616582	
9606	Homo sapiens	11169	0	live	WDHD1	AND-1, AND1, CHTF4, CTF4	WD repeat and HMG-box DNA binding protein 1	WD repeat and HMG-box DNA-binding protein 1|Acidic nucleoplasmic DNA-binding protein 1|CTF4, chromosome transmission fidelity factor 4 homolog	14q22.2-q22.3	14	NC_000014.9	54938949	55027099	minus	26	608126	
9606	Homo sapiens	5238	0	live	PGM3	AGM1, IMD23, PAGM, PGM 3	phosphoglucomutase 3	phosphoacetylglucosamine mutase|N-acetylglucosamine-phosphate mutase 1|acetylglucosamine phosphomutase	6q14.1	6	NC_000006.12	83148705	83193900	minus	18	172100	
9606	Homo sapiens	11046	0	live	SLC35D2	HFRC1, SQV7L, UGTrel8, hfrc	solute carrier family 35 member D2	nucleotide sugar transporter SLC35D2|SQV7-like protein|UDP-N-acetylglucosamine transporter|UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter|UDP-galactose transporter-related protein 8|fringe connection|homolog of Fringe connection protein 1|solute carrier family 35 (UDP-GlcNAc/UDP-glucose transporter), member D2	9q22.32	9	NC_000009.12	96313444	96383711	minus	13	609182	
9606	Homo sapiens	253782	0	live	CERS6	LASS6	ceramide synthase 6	ceramide synthase 6|LAG1 homolog, ceramide synthase 6|longevity assurance homolog 6|sphingoid base N-palmitoyltransferase CERS6	2q24.3	2	NC_000002.12	168456272	168775134	plus	13	615336	
9606	Homo sapiens	406923	0	live	MIR133A2	MIRN133A2, mir-133a-2	microRNA 133a-2	hsa-mir-133a-2	20q13.33	20	NC_000020.11	62564912	62565013	plus	1	610255	
9606	Homo sapiens	90480	0	live	GADD45GIP1	CKBBP2, CKbetaBP2, CRIF1, MRP-L59, PLINP, PLINP-1, PRG6, Plinp1, mL64	GADD45G interacting protein 1	large ribosomal subunit protein mL64|39S ribosomal protein L59, mitochondrial|CKII beta binding protein 2|CKII beta-associating protein|CR6 interacting factor 1|growth arrest and DNA damage-inducible proteins-interacting protein 1|growth arrest and DNA-damage-inducible, gamma interacting protein 1|growth arrest- and DNA damage-inducible GADD45G-interacting protein|mitochondrial large ribosomal subunit protein CRIF1|mitochondrial large ribosomal subunit protein mL64|p53-responsive gene 6 protein|papillomavirus L2 interacting nuclear protein 1	19p13.13	19	NC_000019.10	12953119	12957223	minus	2	605162	
9606	Homo sapiens	84930	0	live	MASTL	GREATWALL, GW, GWL, MAST-L, THC2	microtubule associated serine/threonine kinase like	serine/threonine-protein kinase greatwall|greatwall kinase homolog|greatwall protein kinase	10p12.1	10	NC_000010.11	27154479	27187953	plus	16	608221	
9606	Homo sapiens	6757	0	live	SSX2	CT5.2, CT5.2A, HD21, HOM-MEL-40, SSX	SSX family member 2	protein SSX2|cancer/testis antigen 5.2|cancer/testis antigen family 5, member 2a|sarcoma, synovial, X-chromosome-related 2|synovial sarcoma, X breakpoint 2|synovial sarcoma, X breakpoint 2B|tumor antigen HOM-MEL-40	Xp11.22	X	NC_000023.11	52696896	52707227	minus	9	300192	
9606	Homo sapiens	83461	0	live	CDCA3	GRCC8, TOME-1, TOME1	cell division cycle associated 3	cell division cycle-associated protein 3|gene-rich cluster protein C8|trigger of mitotic entry protein 1	12p13.31	12	NC_000012.12	6844798	6851286	minus	7	607749	
9606	Homo sapiens	64175	0	live	P3H1	GROS1, LEPRE1, OI8	prolyl 3-hydroxylase 1	prolyl 3-hydroxylase 1|growth suppressor 1|leprecan|leucine proline-enriched proteoglycan (leprecan) 1|leucine- and proline-enriched proteoglycan 1|procollagen-proline 3-dioxygenase	1p34.2	1	NC_000001.11	42746374	42767028	minus	16	610339	
9606	Homo sapiens	56672	0	live	AKIP1	BCA3, C11orf17	A-kinase interacting protein 1	A-kinase-interacting protein 1|A kinase (PRKA) interacting protein 1|breast cancer associated gene 3|koyt binding protein 1|koyt binding protein 2|koyt binding protein 3|proline-rich protein BCA3	11p15.4	11	NC_000011.10	8911189	8920079	plus	5	609191	
9606	Homo sapiens	6370	0	live	CCL25	Ck beta-15, Ckb15, SCYA25, TECK, TECKvar	C-C motif chemokine ligand 25	C-C motif chemokine 25|chemokine (C-C motif) ligand 25|chemokine TECK|small inducible cytokine subfamily A (Cys-Cys), member 25|small-inducible cytokine A25|thymus expressed chemokine	19p13.2	19	NC_000019.10	8052341	8062650	plus	8	602565	
9606	Homo sapiens	4009	0	live	LMX1A	DFNA7, LMX1, LMX1.1	LIM homeobox transcription factor 1 alpha	LIM homeobox transcription factor 1-alpha|LIM/homeobox protein 1.1	1q23.3	1	NC_000001.11	165201867	165356715	minus	12	600298	
9606	Homo sapiens	6494	0	live	SIPA1	SPA1	signal-induced proliferation-associated 1	signal-induced proliferation-associated protein 1|GTPase-activating protein Spa-1|p130 SPA-1|signal-induced proliferation-associated gene 1|sipa-1	11q13.1	11	NC_000011.10	65638101	65650912	plus	16	602180	
9606	Homo sapiens	64781	0	live	CERK	LK4, dA59H18.2, dA59H18.3, hCERK	ceramide kinase	ceramide kinase|acylsphingosine kinase|lipid kinase 4|lipid kinase LK4	22q13.31	22	NC_000022.11	46684410	46738252	minus	13	610307	
9606	Homo sapiens	5787	0	live	PTPRB	HPTP-BETA, HPTPB, PTPB, R-PTP-BETA, VEPTP	protein tyrosine phosphatase receptor type B	receptor-type tyrosine-protein phosphatase beta|VE-PTP|protein tyrosine phosphatase, receptor type, beta polypeptide|vascular endothelial protein tyrosine phosphatase	12q15	12	NC_000012.12	70515870	70637429	minus	37	176882	
9606	Homo sapiens	1142	0	live	CHRNB3		cholinergic receptor nicotinic beta 3 subunit	neuronal acetylcholine receptor subunit beta-3|acetylcholine receptor, neuronal nicotinic, beta-3 subunit|acetylcholine receptor, nicotinic, beta 3 (neuronal)|cholinergic receptor, nicotinic beta 3|cholinergic receptor, nicotinic, beta 3 (neuronal)|cholinergic receptor, nicotinic, beta polypeptide 3	8p11.21	8	NC_000008.11	42697366	42737407	plus	8	118508	
9606	Homo sapiens	59277	0	live	NTN4	PRO3091	netrin 4	netrin-4|beta-netrin|hepar-derived netrin-like protein	12q22	12	NC_000012.12	95657807	95791155	minus	12	610401	
9606	Homo sapiens	1983	0	live	EIF5	EIF-5, EIF-5A	eukaryotic translation initiation factor 5	eukaryotic translation initiation factor 5	14q32.32	14	NC_000014.9	103334237	103345025	plus	13	601710	
9606	Homo sapiens	53340	0	live	SPA17	CT22, SP17, SP17-1	sperm autoantigenic protein 17	sperm surface protein Sp17|cancer/testis antigen 22|sperm protein 17	11q24.2	11	NC_000011.10	124673904	124697518	plus	6	608621	
9606	Homo sapiens	7976	0	live	FZD3	Fz-3	frizzled class receptor 3	frizzled-3|frizzled 3, seven transmembrane spanning receptor|frizzled family receptor 3|frizzled homolog 3	8p21.1	8	NC_000008.11	28494212	28574258	plus	14	606143	
9606	Homo sapiens	9610	0	live	RIN1		Ras and Rab interactor 1	ras and Rab interactor 1|ras inhibitor 1|ras inhibitor JC99|ras inhibitor RIN1|ras interaction/interference protein 1	11q13.2	11	NC_000011.10	66330241	66336774	minus	11	605965	
9606	Homo sapiens	23164	0	live	MPRIP	M-RIP, MRIP, RHOIP3, RIP3, p116Rip	myosin phosphatase Rho interacting protein	myosin phosphatase Rho-interacting protein|Rho interacting protein 3	17p11.2	17	NC_000017.11	17042457	17192643	plus	25	612935	
9606	Homo sapiens	22882	0	live	ZHX2	AFR1, RAF	zinc fingers and homeoboxes 2	zinc fingers and homeoboxes protein 2|AFP regulator 1|alpha-fetoprotein regulator 1|regulator of AFP|transcription factor ZHX2|zinc finger and homeodomain protein 2	8q24.13	8	NC_000008.11	122780379	122974510	plus	16	609185	
9606	Homo sapiens	54918	0	live	CMTM6	CKLFSF6, PRO2219	CKLF like MARVEL transmembrane domain containing 6	CKLF-like MARVEL transmembrane domain-containing protein 6|chemokine-like factor super family 6|chemokine-like factor superfamily 6|chemokine-like factor superfamily member 6	3p22.3	3	NC_000003.12	32481312	32502852	minus	4	607889	
9606	Homo sapiens	80816	0	live	ASXL3	BRPS, KIAA1713	ASXL transcriptional regulator 3	putative Polycomb group protein ASXL3|additional sex combs like 3, transcriptional regulator|additional sex combs like transcriptional regulator 3|additional sex combs-like protein 3	18q12.1	18	NC_000018.10	33578219	33751195	plus	18	615115	
9606	Homo sapiens	100126319	0	live	MIR216B	MIRN216B, mir-216b	microRNA 216b	hsa-mir-216b	2p16.1	2	NC_000002.12	56000714	56000795	minus	1		
9606	Homo sapiens	10973	0	live	ASCC3	ASC1p200, HELIC1, MRT81, RNAH	activating signal cointegrator 1 complex subunit 3	activating signal cointegrator 1 complex subunit 3|ASC-1 complex subunit P200|RNA helicase family|helicase, ATP binding 1|trip4 complex subunit p200	6q16.3	6	NC_000006.12	100508194	100881329	minus	44	614217	
9606	Homo sapiens	79739	0	live	TTLL7		tubulin tyrosine ligase like 7	tubulin polyglutamylase TTLL7|testis development protein NYD-SP30|tubulin tyrosine ligase-like family, member 7|tubulin--tyrosine ligase-like protein 7	1p31.1	1	NC_000001.11	83865024	83999132	minus	25	618813	
9606	Homo sapiens	11164	0	live	NUDT5	YSA1, YSA1H, YSAH1, hNUDT5	nudix hydrolase 5	ADP-sugar pyrophosphatase|8-oxo-dGDP phosphatase|nuclear ATP-synthesis protein NUDIX5|nudix (nucleoside diphosphate linked moiety X)-type motif 5	10p14	10	NC_000010.11	12165330	12195891	minus	11	609230	
9606	Homo sapiens	378884	0	live	NHLRC1	EPM2B, MALIN, MELF2, bA204B7.2	NHL repeat containing E3 ubiquitin protein ligase 1	E3 ubiquitin-protein ligase NHLRC1|NHL repeat containing 1|NHL repeat-containing protein 1|RING-type E3 ubiquitin transferase NHLRC1	6p22.3	6	NC_000006.12	18120440	18122677	minus	1	608072	
9606	Homo sapiens	79017	0	live	GGCT	C7orf24, CRF21, GCTG, GGC	gamma-glutamylcyclotransferase	gamma-glutamylcyclotransferase|cytochrome c-releasing factor 21|gamma -glutamyl cyclotransferase	7p14.3	7	NC_000007.14	30496621	30504829	minus	5	137170	
9606	Homo sapiens	100126314	0	live	MIR877	MIRN877, hsa-mir-877, miRNA877, mir-877	microRNA 877		6p21.33	6	NC_000006.12	30584332	30584417	plus	1	611619	
9606	Homo sapiens	25788	0	live	RAD54B	RDH54	RAD54 homolog B	DNA repair and recombination protein RAD54B	8q22.1	8	NC_000008.11	94371960	94475115	minus	17	604289	
9606	Homo sapiens	23493	0	live	HEY2	CHF1, GRIDLOCK, GRL, HERP1, HESR2, HRT2, bHLHb32	hes related family bHLH transcription factor with YRPW motif 2	hairy/enhancer-of-split related with YRPW motif protein 2|HES-related repressor protein 1|HES-related repressor protein 2|HESR-2|HRT-2|cardiovascular basic helix-loop-helix factor 1|cardiovascular helix-loop-helix factor 1|class B basic helix-loop-helix protein 32|hCHF1|hHRT2|hairy and enhancer of split-related protein 2|hairy-related transcription factor 2|hairy/enhancer-of-split related with YRPW motif 2|protein gridlock homolog	6q22.31	6	NC_000006.12	125749632	125761269	plus	6	604674	
9606	Homo sapiens	2287	0	live	FKBP3	FKBP-25, FKBP-3, FKBP25, PPIase	FKBP prolyl isomerase 3	peptidyl-prolyl cis-trans isomerase FKBP3|25 kDa FK506-binding protein|25 kDa FKBP|FK506 binding protein 3, 25kDa|FK506-binding protein 25, T-cell|FK506-binding protein 3|PPIase FKBP3|immunophilin FKBP25|rapamycin binding protein|rapamycin-selective 25 kDa immunophilin|rotamase	14q21.2	14	NC_000014.9	45115599	45134481	minus	8	186947	
9606	Homo sapiens	79753	0	live	SNIP1	NEDHCS, PML1, PMRED	Smad nuclear interacting protein 1	smad nuclear-interacting protein 1|FHA domain-containing protein SNIP1|PML1 homolog	1p34.3	1	NC_000001.11	37534449	37554293	minus	4	608241	
9606	Homo sapiens	56924	0	live	PAK6	PAK5	p21 (RAC1) activated kinase 6	serine/threonine-protein kinase PAK 6|p21 protein (Cdc42/Rac)-activated kinase 6|p21(CDKN1A)-activated kinase 6	15q15.1	15	NC_000015.10	40239063	40277487	plus	12	608110	
9606	Homo sapiens	8128	0	live	ST8SIA2	HsT19690, SIAT8-B, SIAT8B, ST8SIA-II, ST8SiaII, STX	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	alpha-2,8-sialyltransferase 8B|ST8 alpha-N-acetylneuraminate alpha-2,8-sialyltransferase 2|alpha-2,8-sialyltransferase 8B 1|sialyltransferase 8 (alpha-2, 8-sialytransferase) B|sialyltransferase 8B|sialyltransferase St8Sia II|sialyltransferase X	15q26.1	15	NC_000015.10	92393881	92468728	plus	7	602546	
9606	Homo sapiens	83933	0	live	HDAC10	HD10	histone deacetylase 10	polyamine deacetylase HDAC10	22q13.33	22	NC_000022.11	50245183	50251265	minus	20	608544	
9606	Homo sapiens	407016	0	live	MIR26A2	MIRN26A2, mir-26a-2	microRNA 26a-2	hsa-mir-26a-2	12q14.1	12	NC_000012.12	57824609	57824692	minus	1	613057	
9606	Homo sapiens	406946	0	live	MIR154	MIRN154, mir-154	microRNA 154	hsa-mir-154	14q32.31	14	NC_000014.9	101059755	101059838	plus	1		
9606	Homo sapiens	84883	0	live	AIFM2	AMID, FSP1, PRG3	AIF family member 2, ferroptosis suppressor	ferroptosis suppressor protein 1|AIF family member 2|apoptosis inducing factor mitochondria associated 2|apoptosis-inducing factor (AIF)-like mitochondrion-associated inducer of death|apoptosis-inducing factor 2|apoptosis-inducing factor, mitochondrion-associated, 2|ferroptosis suppressor 1|p53-responsive gene 3 protein	10q22.1	10	NC_000010.11	70112271	70132825	minus	9	605159	
9606	Homo sapiens	8089	0	live	YEATS4	4930573H17Rik, B230215M10Rik, GAS41, NUBI-1, YAF9	YEATS domain containing 4	YEATS domain-containing protein 4|NuMA binding protein 1|glioma-amplified sequence 41|nuBI1	12q15	12	NC_000012.12	69359743	69427072	plus	10	602116	
9606	Homo sapiens	575	0	live	ADGRB1	BAI1, GDAIF	adhesion G protein-coupled receptor B1	adhesion G protein-coupled receptor B1|brain-specific angiogenesis inhibitor 1	8q24.3	8	NC_000008.11	142449649	142545007	plus	35	602682	
9606	Homo sapiens	54882	0	live	ANKHD1	MASK, MASK1, PP2500, VBARP	ankyrin repeat and KH domain containing 1	ankyrin repeat and KH domain-containing protein 1|HIV-1 Vpr-binding ankyrin repeat protein|multiple ankyrin repeats, single KH-domain homolog	5q31.3	5	NC_000005.10	140401833	140539849	plus	35	610500	
9606	Homo sapiens	10266	0	live	RAMP2		receptor activity modifying protein 2	receptor activity-modifying protein 2|CRLR activity-modifying protein 2|calcitonin receptor-like receptor activity modifying protein 2|receptor (G protein-coupled) activity modifying protein 2|receptor (calcitonin) activity modifying protein 2	17q21.2	17	NC_000017.11	42761227	42763041	plus	4	605154	
9606	Homo sapiens	23002	0	live	DAAM1		dishevelled associated activator of morphogenesis 1	disheveled-associated activator of morphogenesis 1	14q23.1	14	NC_000014.9	59188667	59371405	plus	26	606626	
9606	Homo sapiens	9738	0	live	CCP110	CP110, Cep110	centriolar coiled-coil protein 110	centriolar coiled-coil protein of 110 kDa|centriolar coiled-coil protein 110kDa|centrosomal protein CP110|centrosomal protein of 110 kDa	16p12.3	16	NC_000016.10	19523942	19553408	plus	17	609544	
9606	Homo sapiens	124583	0	live	CANT1	DBQD, DBQD1, EDM7, SCAN-1, SCAN1, SHAPY	calcium activated nucleotidase 1	soluble calcium-activated nucleotidase 1|Ca2+-dependent endoplasmic reticulum nucleoside diphosphatase|apyrase 1 homolog (C. lectularius)|apyrase homolog|micromelic dwarfism with vertebral and metaphyseal abnormalities and advanced carpotarsal ossification|putative MAPK-activating protein PM09|putative NF-kappa-B-activating protein 107|soluble Ca-activated nucleotidase, isozyme 1|soluble calcium-activated nucleotidase SCAN-1	17q25.3	17	NC_000017.11	78991716	79009764	minus	6	613165	
9606	Homo sapiens	8847	0	live	DLEU2	ALT1, BCMSUN, DLB2, LEU2, LINC00022, MIR15AHG, NCRNA00022, RFP2, RFP2OS, TRIM13OS	deleted in lymphocytic leukemia 2	deleted in lymphocytic leukemia 2 (non-protein coding)|leukemia associated gene 2|long intergenic non-protein coding RNA 22|mir-15a-16-1 cluster host gene (non-protein coding)|ret finger protein 2 opposite strand	13q14.2	13	NC_000013.11	49982549	50125541	minus	15	605766	
9606	Homo sapiens	51316	0	live	PLAC8	C15, DGIC, PNAS-144, onzin	placenta associated 8	placenta-specific gene 8 protein|down-regulated in gastrointestinal cancer protein|placenta specific 8	4q21.22	4	NC_000004.12	83090048	83114729	minus	6	607515	
9606	Homo sapiens	84981	0	live	MIR22HG	C17orf91	MIR22 host gene	MIR22 host gene (non-protein coding)|lnc-TLCD2-1	17p13.3	17	NC_000017.11	1711504	1716210	minus	4		
9606	Homo sapiens	51659	0	live	GINS2	HSPC037, PSF2, Pfs2	GINS complex subunit 2	DNA replication complex GINS protein PSF2|GINS complex subunit 2 (Psf2 homolog)	16q24.1	16	NC_000016.10	85676198	85688954	minus	5	610609	
9606	Homo sapiens	92304	0	live	SCGB3A1	HIN-1, HIN1, LU105, PnSP-2, UGRP2	secretoglobin family 3A member 1	secretoglobin family 3A member 1|cytokine HIN-1|cytokine high in normal-1|high in normal 1|pneumo secretory protein 2|uteroglobin-related protein 2	5q35.3	5	NC_000005.10	180590105	180591499	minus	3	606500	
9606	Homo sapiens	11116	0	live	CEP43	FGFR1OP, FOP	centrosomal protein 43	centrosomal protein 43|FGFR1 oncogene partner|fibroblast growth factor receptor 1 oncogene partner	6q27	6	NC_000006.12	166999397	167052718	plus	13	605392	
9606	Homo sapiens	9883	0	live	POM121	P145A, POM121	POM121 transmembrane nucleoporin	nuclear envelope pore membrane protein POM 121|POM121 membrane glycoprotein|nuclear envelope pore membrane protein POM 121A|nuclear pore membrane protein 121 kDa|nucleoporin Nup121	7q11.23	7	NC_000007.14	72879357	72951459	plus	22	615753	
9606	Homo sapiens	9655	0	live	SOCS5	CIS6, CISH6, Cish5, SOCS-5	suppressor of cytokine signaling 5	suppressor of cytokine signaling 5|CIS-6|cytokine-inducible SH2 protein 6|cytokine-inducible SH2-containing protein 5	2p21	2	NC_000002.12	46698937	46763129	plus	3	607094	
9606	Homo sapiens	157570	0	live	ESCO2	2410004I17Rik, EFO2, EFO2p, JHS, RBS, hEFO2	establishment of sister chromatid cohesion N-acetyltransferase 2	N-acetyltransferase ESCO2|ECO1 homolog 2|establishment factor-like protein 2	8p21.1	8	NC_000008.11	27771974	27819660	plus	14	609353	
9606	Homo sapiens	1124	0	live	CHN2	ARHGAP3, BCH-3, RHOGAP3, CHN2	chimerin 2	beta-chimaerin|beta-chimerin|beta3-chimaerin|chimerin (chimaerin) 2|chimerin, beta-2|chimerin, testis-specific|rho-GTPase-activating protein 3	7p14.3	7	NC_000007.14	29146591	29514328	plus	24	602857	
9606	Homo sapiens	9984	0	live	THOC1	DFNA86, HPR1, P84, P84N5	THO complex subunit 1	THO complex subunit 1|THO complex 1|hTREX84|nuclear matrix protein p84|tho1	18p11.32	18	NC_000018.10	214520	268047	minus	23	606930	
9606	Homo sapiens	55177	0	live	RMDN3	FAM82A2, FAM82C, RMD-3, RMD3, ptpip51	regulator of microtubule dynamics 3	regulator of microtubule dynamics protein 3|TCPTP-interacting protein 51|cerebral protein 10|family with sequence similarity 82, member A2|family with sequence similarity 82, member C|microtubule-associated protein|protein tyrosine phosphatase-interacting protein 51	15q15.1	15	NC_000015.10	40735887	40755254	minus	14	611873	
9606	Homo sapiens	2528	0	live	FUT6	FCT3A, FT1A, Fuc-TVI, FucT-VI	fucosyltransferase 6	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT6|alpha-(1,3)-fucosyltransferase 6|fucosyltransferase 6 (alpha (1,3) fucosyltransferase)|fucosyltransferase VI|galactoside 3-L-fucosyltransferase	19p13.3	19	NC_000019.10	5830408	5839702	minus	8	136836	
9606	Homo sapiens	2018	0	live	EMX2		empty spiracles homeobox 2	homeobox protein EMX2|empty spiracles homolog 2|empty spiracles-like protein 2	10q26.11	10	NC_000010.11	117542746	117549546	plus	3	600035	
9606	Homo sapiens	64002	0	live	PCGEM1	LINC00071, NCRNA00071, PCAT9	PCGEM1 prostate-specific transcript	PCGEM1, prostate-specific transcript (non-protein coding)|long intergenic non-protein coding RNA 71|prostate cancer associated transcript 9|prostate cancer gene expression marker 1|prostate-specific transcript 1 (non-protein coding)	2q32.3	2	NC_000002.12	192749845	192776899	plus	4	605443	
9606	Homo sapiens	23389	0	live	MED13L	MRFACD, PROSIT240, THRAP2, TRAP240L	mediator complex subunit 13L	mediator of RNA polymerase II transcription subunit 13-like|mediator complex subunit 13 like|thyroid hormone receptor-associated protein 2|thyroid hormone receptor-associated protein complex 240 kDa component-like	12q24.21	12	NC_000012.12	115958576	116277693	minus	35	608771	
9606	Homo sapiens	84142	0	live	ABRAXAS1	ABRA1, CCDC98, FAM175A	abraxas 1, BRCA1 A complex subunit	BRCA1-A complex subunit Abraxas 1|abraxas protein|coiled-coil domain containing 98|family with sequence similarity 175 member A	4q21.23	4	NC_000004.12	83459517	83485100	minus	10	611143	
9606	Homo sapiens	54165	0	live	DCUN1D1	DCNL1, DCUN1L1, RP42, SCCRO, SCRO, Tes3	defective in cullin neddylation 1 domain containing 1	DCN1-like protein 1|DCN1, defective in cullin neddylation 1, domain containing 1|DCUN1 domain-containing protein 1|RP42 homolog|defective in cullin neddylation protein 1-like protein 1|squamous cell carcinoma-related oncogene	3q26.33	3	NC_000003.12	182938074	182985918	minus	11	605905	
9606	Homo sapiens	50486	0	live	G0S2		G0/G1 switch 2	G0/G1 switch protein 2|G0/G1 switch regulatory protein 2|G0/G1switch 2	1q32.2	1	NC_000001.11	209675412	209676390	plus	2	614447	
9606	Homo sapiens	55635	0	live	DEPDC1	DEP.8-V2, DEPDC1A, SDP35, DEPDC1	DEP domain containing 1	DEP domain-containing protein 1A|cell cycle control protein SDP35	1p31.3	1	NC_000001.11	68474152	68497082	minus	12	612002	
9606	Homo sapiens	64946	0	live	CENPH		centromere protein H	centromere protein H|CENP-H|interphase centromere complex protein 35|kinetochore protein CENP-H	5q13.2	5	NC_000005.10	69189583	69210357	plus	9	605607	
9606	Homo sapiens	10652	0	live	YKT6		YKT6 vesicular SNARE protein	synaptobrevin homolog YKT6|R-SNARE|SNARE protein Ykt6|YKT6 v-SNARE homolog|YKT6 v-SNARE protein|YKT6, S. cerevisiae, homolog of	7p13	7	NC_000007.14	44200978	44214294	plus	8	606209	
9606	Homo sapiens	10158	0	live	PDZK1IP1	DD96, MAP17, SPAP	PDZK1 interacting protein 1	PDZK1-interacting protein 1|17 kDa membrane-associated protein|epithelial protein up-regulated in carcinoma, membrane associated protein 17|membrane-associated protein 17	1p33	1	NC_000001.11	47183582	47190036	minus	4	607178	
9606	Homo sapiens	3656	0	live	IRAK2	IRAK-2	interleukin 1 receptor associated kinase 2	interleukin-1 receptor-associated kinase-like 2	3p25.3	3	NC_000003.12	10164919	10243745	plus	13	603304	
9606	Homo sapiens	285590	0	live	SH3PXD2B	FAD49, FTHS, HOFI, KIAA1295, TKS4, TSK4	SH3 and PX domains 2B	SH3 and PX domain-containing protein 2B|adapter protein HOFI|adaptor protein HOFI|factor for adipocyte differentiation 49|tyrosine kinase substrate with four SH3 domains	5q35.1	5	NC_000005.10	172325181	172454525	minus	15	613293	
9606	Homo sapiens	348235	0	live	SKA2	FAM33A	spindle and kinetochore associated complex subunit 2	spindle and kinetochore-associated protein 2|family with sequence similarity 33, member A|spindle and KT (kinetochore) associated 2	17q22	17	NC_000017.11	59109857	59155186	minus	4	616674	
9606	Homo sapiens	220930	0	live	ZEB1-AS1		ZEB1 antisense RNA 1	ZEB1 antisense RNA 1 (non-protein coding)	10p11.22	10	NC_000010.11	31307717	31320447	minus	6	616915	
9606	Homo sapiens	5731	0	live	PTGER1	EP1	prostaglandin E receptor 1	prostaglandin E2 receptor EP1 subtype|PGE receptor, EP1 subtype|PGE2 receptor EP1 subtype|prostaglandin E receptor 1 (subtype EP1), 42kD|prostaglandin E receptor 1 (subtype EP1), 42kDa|prostaglandin E receptor 1, subtype EP1|prostanoid EP1 receptor	19p13.12	19	NC_000019.10	14472466	14475354	minus	3	176802	
9606	Homo sapiens	79804	0	live	HAND2-AS1	DEIN, NBLA00301, UPH	HAND2 antisense RNA 1	HAND2 antisense RNA 1 (head to head)|differentially expressed in neuroblastoma|neuroblastoma transcript 301	4q34.1	4	NC_000004.12	173528600	173591255	plus	10	617240	
9606	Homo sapiens	922	0	live	CD5L	AIM, API6, CT-2, PRO229, SP-ALPHA, Spalpha, hAIM	CD5 molecule like	CD5 antigen-like|CD5 antigen-like (scavenger receptor cysteine rich family)|apoptosis inhibitor 6|apoptosis inhibitor expressed by macrophages|apoptosis inhibitor of macrophage|igM-associated peptide	1q23.1	1	NC_000001.11	157827068	157841808	minus	7	602592	
9606	Homo sapiens	100302203	0	live	MIR1271	MIRN1271, hsa-mir-1271	microRNA 1271		5q35.2	5	NC_000005.10	176367946	176368031	plus	1		
9606	Homo sapiens	81029	0	live	WNT5B		Wnt family member 5B	protein Wnt-5b|WNT-5B protein|wingless-type MMTV integration site family, member 5B	12p13.33	12	NC_000012.12	1617056	1647212	plus	6	606361	
9606	Homo sapiens	25792	0	live	CIZ1	LSFR1, NP94, ZNF356	CDKN1A interacting zinc finger protein 1	cip1-interacting zinc finger protein|nuclear protein NP94|zinc finger protein 356	9q34.11	9	NC_000009.12	128166065	128204222	minus	21	611420	
9606	Homo sapiens	3229	0	live	HOXC13	ECTD9, HOX3, HOX3G	homeobox C13	homeobox protein Hox-C13|NUP98/HOXC13|homeo box 3G|homeobox protein Hox-3G	12q13.13	12	NC_000012.12	53938831	53946544	plus	2	142976	
9606	Homo sapiens	4814	0	live	NINJ1	NIN1, NINJURIN, hNINJ1	ninjurin 1	ninjurin-1|nerve injury-induced protein-1	9q22.31	9	NC_000009.12	93121496	93134251	minus	5	602062	
9606	Homo sapiens	143	0	live	PARP4	ADPRTL1, ARTD4, PARP-4, PARPL, PH5P, VAULT3, VPARP, VWA5C, p193	poly(ADP-ribose) polymerase family member 4	protein mono-ADP-ribosyltransferase PARP4|193 kDa vault protein|ADP-ribosyltransferase (NAD+; poly (ADP-ribose) polymerase)-like 1|ADP-ribosyltransferase diphtheria toxin-like 4|H5 proline-rich|I-alpha-I-related|PARP-related|PARP-related/IalphaI-related H5/proline-rich|poly [ADP-ribose] polymerase 4|poly(ADP-ribose) synthetase|poly(ADP-ribosyl)transferase-like 1|vault poly(ADP-ribose) polymerase|vault protein, 193-kDa|von Willebrand factor A domain containing 5C	13q12.12	13	NC_000013.11	24420931	24512778	minus	34	607519	
